Black,BlackElo,BlackRatingDiff,Event,Opening,Result,Site,Termination,TimeControl,White,WhiteElo,WhiteRatingDiff,Eval,WinElo,EloDiff
goltrpoat,1892,+1,Rated Blitz game,Caro-Kann Defense,0,https://lichess.org/XA7GIrM5,Time forfeit,300+0,mne__povezlo,1347,-1,-92,1892,-545
Maks1111,1456,-11,Rated Classical game,King's Gambit Accepted,1,https://lichess.org/kj7z0ohu,Normal,420+8,babson,1465,+10,188,1456,9
AnGeLPeRvErSo,1600,-9,Rated Classical game,French Defense,1,https://lichess.org/MNXnbqjJ,Normal,900+0,thorgsi,1635,+10,128,1600,35
champtazz14,1832,+3,Rated Classical game,Semi-Slav Defense,0,https://lichess.org/FEoFMxy9,Normal,300+8,pinchacarlos,1467,-3,-69,1832,-365
denko,1420,-15,Rated Bullet game,Sicilian Defense,1,https://lichess.org/LPB9M262,Time forfeit,60+1,moloko7,1288,+15,139,1420,-132
vali,1674,-8,Rated Classical game,Horwitz Defense,1,https://lichess.org/RaK7ZLkV,Time forfeit,900+0,wily50,1795,+7,26,1674,121
gilbertorengifo,1774,+1,Rated Blitz game,Mieses Opening,0,https://lichess.org/Igtr5m6y,Normal,240+0,chessforbeginners,1170,-1,-925,1774,-604
Tingolt,1926,-7,Rated Classical game,French Defense,1,https://lichess.org/oFBljIFa,Normal,300+5,itsmagic,2113,+6,-17,1926,187
feinsterschnitz,1623,+14,Rated Bullet game,Gedult's Opening,0,https://lichess.org/gRh0bz4u,Normal,0+2,Murderinlaw,1725,-15,-52,1623,102
tokh,1719,+1,Rated Blitz tournament https://lichess.org/tournament/XoO5rZPm,Sicilian Defense,0,https://lichess.org/MNbJCXfG,Time forfeit,300+0,leaf1123,1182,-2,-26,1719,-537
vadimdim,1389,-1,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Four Knights Game,1,https://lichess.org/SHo7FPCW,Time forfeit,60+0,Voittamaton,1889,+2,32,1389,500
timur1960,1684,-9,Rated Blitz game,Latvian Gambit Accepted,1,https://lichess.org/y2gnfPUR,Normal,360+0,kasikelatino,1759,+9,57,1684,75
PILOTVE,1600,-7,Rated Blitz game,Mikenas Defense,1,https://lichess.org/tUnMRtzJ,Normal,180+0,chessbona,1735,+7,23,1600,135
Freeland,1455,+2,Rated Classical game,English Opening,2,https://lichess.org/EC3sSi1b,Normal,480+3,Friedrich,1535,-3,-63,1455,80
nlz,1350,+19,Rated Blitz game,French Defense,0,https://lichess.org/27zweBLZ,Time forfeit,420+0,Pichon83,1598,-24,300,1350,248
Gerrinson,1374,-3,Rated Blitz game,Scandinavian Defense,2,https://lichess.org/pRppf41f,Normal,300+2,usurpateur,1294,+2,97,1374,-80
patrick03,1577,-6,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Englund Gambit,1,https://lichess.org/oDeGW5Zh,Normal,60+0,GunganAttack,1776,+5,36,1577,199
nihon,1578,+6,Rated Classical game,Bogo-Indian Defense,0,https://lichess.org/TWGr4qfJ,Normal,900+0,Pseudonyme1,1375,-9,56,1578,-203
knight2014,1713,+10,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Caro-Kann Defense,0,https://lichess.org/ChWTwbqy,Time forfeit,60+0,shuntandromeda1,1675,-11,25,1713,-38
Henderson75,1964,-12,Rated Bullet game,Hungarian Opening,1,https://lichess.org/xvXFT8sN,Normal,60+0,sir_utku,1915,+12,95,1964,-49
zinderi,1467,+12,Rated Classical game,French Defense,0,https://lichess.org/EAEPUvOF,Normal,300+5,MirhadS,1482,-12,-70,1467,15
Richard10,1596,+3,Rated Blitz game,Four Knights Game,2,https://lichess.org/ogiBBrFt,Time forfeit,300+0,peaopeao,1686,-2,313,1596,90
lkolbly,1327,-100,Rated Classical game,Philidor Defense,1,https://lichess.org/ckyvWh4A,Normal,900+5,LH-Maverick,1385,+7,219,1327,58
zurka,1557,+12,Rated Bullet game,Bird Opening,0,https://lichess.org/ZFs9GLC4,Normal,60+0,mikeisapro,1623,-13,0,1557,66
lezned,1693,+7,Rated Bullet game,Nimzo-Larsen Attack,0,https://lichess.org/adyLqj6i,Time forfeit,60+0,zurka,1569,-7,-12,1693,-124
GAYGAY2,1752,-10,Rated Bullet game,French Defense,1,https://lichess.org/bzPkXMcs,Normal,60+0,faryad22,1784,+9,-30,1752,32
Murderinlaw,1710,+9,Rated Bullet game,Zukertort Opening,0,https://lichess.org/YcCnHHwe,Normal,0+2,feinsterschnitz,1637,-9,78,1710,-73
jorgee,1336,-9,Rated Bullet game,Van't Kruijs Opening,1,https://lichess.org/M0i7McJ4,Normal,60+0,redfood99,1435,+8,78,1336,99
Kapsarov,1771,+13,Rated Bullet game,Italian Game,0,https://lichess.org/nqbpU7dZ,Normal,60+0,DolfjeWeerwolfje,1827,-15,35,1771,56
Unforget,1079,-4,Rated Classical game,Slav Defense,2,https://lichess.org/DatGWzOg,Normal,300+5,crapbandit,967,+5,250,1079,-112
VTuruz,1841,-8,Rated Blitz tournament https://lichess.org/tournament/XoO5rZPm,Philidor Defense,1,https://lichess.org/zSPpJe3Y,Time forfeit,300+0,TapakaH41k,1948,+10,16,1841,107
sella,1803,+3,Rated Blitz tournament https://lichess.org/tournament/XoO5rZPm,Sicilian Defense,0,https://lichess.org/w3VdecIa,Normal,300+0,juanelo333,1472,-4,88,1803,-331
ab3n6,1522,+13,Rated Classical game,Sicilian Defense,0,https://lichess.org/Er0Zip9Q,Normal,600+0,valerioneto,1560,-13,30,1522,38
Zzorro,1745,-7,Rated Bullet game,Queen's Gambit Declined,1,https://lichess.org/hJvBJN4u,Time forfeit,60+0,Firebird82,1890,+7,47,1745,145
Mems_,1407,+0,Rated Blitz game,Queen's Pawn Game,2,https://lichess.org/glDqVuTo,Normal,180+5,ZeRicky,1412,-1,-11,1407,5
jc04,1807,+8,Rated Bullet game,Horwitz Defense,0,https://lichess.org/k62FPloK,Time forfeit,60+0,bombozik,1741,-9,63,1807,-66
bodul,1606,-5,Rated Blitz game,English Opening,1,https://lichess.org/ioF4kJb0,Normal,300+2,Demonique,1823,+5,40,1606,217
kadeq,1378,+18,Rated Classical game,King's Pawn Game,0,https://lichess.org/hMbL1B2T,Time forfeit,300+8,muzzarella2002,1593,-18,-4,1378,215
nazaki1234,2082,-14,Rated Bullet game,French Defense,1,https://lichess.org/D4dZSNYv,Time forfeit,60+0,djin,1962,+14,137,2082,-120
GAYGAY2,1742,+12,Rated Bullet game,Modern Defense,0,https://lichess.org/LP5ySgy7,Normal,60+0,faryad22,1793,-12,94,1742,51
Tibul,1899,+7,Rated Classical game,Scandinavian Defense,0,https://lichess.org/68BGDiB3,Normal,600+0,guidoune,1747,-7,92,1899,-152
EneSalim,1616,-4,Rated Blitz game,Queen's Pawn Game #2,1,https://lichess.org/YYgX5GWo,Normal,300+0,knucklesthebully,1943,+4,35,1616,327
checkingyou1992,1420,+12,Rated Blitz game,Philidor Defense #2,0,https://lichess.org/iLeMiYyb,Time forfeit,300+0,yilmaz,1453,-12,97,1420,33
Voittamaton,1891,+11,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Four Knights Game,0,https://lichess.org/H4ICVu4e,Time forfeit,60+0,pseudoknight,1859,-11,82,1891,-32
prorabartur66,1709,-11,Rated Classical game,Queen's Gambit Accepted,1,https://lichess.org/Gk8p4nvt,Normal,600+0,mrRingo,1725,+11,38,1709,16
erpu,1169,-2,Rated Classical game,Alekhine Defense,1,https://lichess.org/iT9vkUsV,Normal,600+0,GREATMASTER,1629,+21,63,1169,460
odontomachus,1822,+12,Rated Blitz game,Sicilian Defense,0,https://lichess.org/CwaEoVLw,Normal,240+2,flogislife2,1895,-13,-19,1822,73
helmutLipfert6,1583,+7,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Sicilian Defense,0,https://lichess.org/85h8Fver,Time forfeit,60+0,vadimdim,1388,-7,64,1583,-195
leojustino,1628,+7,Rated Classical game,Sicilian Defense,0,https://lichess.org/1FDdm3HN,Normal,660+8,Miguel_23RojoImpar,1457,-6,30,1628,-171
HarvLRev,1298,+7,Rated Blitz game,Mieses Opening,0,https://lichess.org/0HOPPwgO,Time forfeit,180+0,chessforbeginners,1169,-14,-157,1298,-129
sir_utku,1927,-12,Rated Bullet game,Owen Defense,1,https://lichess.org/M64bj9RU,Time forfeit,60+0,moribund,1856,+12,-21,1927,-71
avo1948,1642,-6,Rated Blitz game,Sicilian Defense,1,https://lichess.org/7AyDTOP3,Normal,300+0,SanPedro,1862,+6,60,1642,220
VPN,1521,-11,Rated Blitz game,Elephant Gambit,1,https://lichess.org/jfAqKd5U,Normal,420+0,cercliste,1522,+11,62,1521,1
flesi01,1575,-14,Rated Classical game,Russian Game,1,https://lichess.org/RxNl9E2Z,Normal,600+0,tosquiman1,1488,+13,-42,1575,-87
roman11,1673,+2,Rated Classical game,Philidor Defense #2,0,https://lichess.org/dPyPaPmp,Time forfeit,900+0,yipsifu,1277,-2,20,1673,-396
uluncha,1963,+11,Rated Blitz game,Sicilian Defense,0,https://lichess.org/l3a6Fjf4,Normal,180+1,mizzaupablo,1878,-8,55,1963,-85
psnk1,1279,-11,Rated Classical game,Scandinavian Defense,1,https://lichess.org/ke21L2U7,Normal,1140+5,eric55,1319,+10,-59,1279,40
nikolay_pavlov,1809,+9,Rated Blitz game,French Defense,0,https://lichess.org/89KOetjD,Normal,240+2,Jaume19,1716,-8,-6,1809,-93
Hrajhrajhraj,1605,+36,Rated Classical game,King's Knight Opening,0,https://lichess.org/tjnMGkGp,Normal,300+8,effeundici,1491,-7,394,1605,-114
shuntandromeda1,1664,+9,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Van Geet Opening,0,https://lichess.org/cyzvPuEG,Normal,60+0,patrick03,1571,-8,-13,1664,-93
Thecheesykid,2149,+12,Rated Blitz game,Sicilian Defense,0,https://lichess.org/TnDObzAs,Normal,180+0,mark28_biedermann,2183,-12,-12,2149,34
GunganAttack,1781,+9,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Queen's Pawn Game,0,https://lichess.org/1RxNgw7Z,Time forfeit,60+0,knight2014,1723,-9,12,1781,-58
feinsterschnitz,1628,-7,Rated Bullet game,Gedult's Opening,1,https://lichess.org/Fq82K5fJ,Normal,0+2,Murderinlaw,1719,+9,-97,1628,91
pinchacarlos,1464,-2,Rated Classical game,Ruy Lopez,1,https://lichess.org/veqiiqxu,Normal,300+8,champtazz14,1835,+3,89,1464,371
billyhuf,1225,+11,Rated Classical game,King's Pawn Game,0,https://lichess.org/x4p96WIJ,Normal,300+8,skyran,1239,-60,-1075,1225,14
yincao,1364,-7,Rated Blitz game,Philidor Defense #3,1,https://lichess.org/FK94vnjs,Normal,180+0,vishyAnand40,1544,+6,95,1364,180
moloko7,1303,+14,Rated Bullet game,Sicilian Defense,0,https://lichess.org/DnvUPCVW,Time forfeit,60+1,denko,1405,-13,-35,1303,102
toba_nomade,1326,-7,Rated Classical game,Queen's Gambit,1,https://lichess.org/KJLIsbHZ,Time forfeit,300+8,danishshres,1465,+8,169,1326,139
sidacotel,1789,+12,Rated Blitz game,Scandinavian Defense,0,https://lichess.org/YCsd3x8x,Normal,180+0,Velocyraptor,1827,-12,-54,1789,38
Firebird82,1897,+6,Rated Bullet game,Owen Defense,0,https://lichess.org/Mpl3FLls,Time forfeit,60+0,Zzorro,1738,-6,175,1897,-159
Phyle,1770,-14,Rated Blitz game,Modern Defense,1,https://lichess.org/zoBNfaJF,Normal,240+0,ebonyandivory,1717,+12,101,1770,-53
linuxinside,1783,-8,Rated Bullet game,Slav Defense #2,1,https://lichess.org/VzBv7xrh,Normal,120+1,Richarty,1873,+8,371,1783,90
Kapsarov,1890,-9,Rated Blitz game,Queen's Gambit Refused,1,https://lichess.org/nMws4aGK,Normal,180+2,not4profit,1978,+9,203,1890,88
Werbles,1141,-5,Rated Blitz game,Queen's Gambit Declined,1,https://lichess.org/otXlOCYA,Normal,300+3,xowman,1393,+4,6,1141,252
bombozik,1732,+3,Rated Bullet game,French Defense,2,https://lichess.org/TlOn3VmW,Normal,60+0,jc04,1815,-2,9,1732,83
Sheva_7,1236,+0,Rated Classical game,Scotch Game,2,https://lichess.org/QRfEiw1s,Normal,300+5,Omnius,1215,+5,96,1236,-21
apa13,1902,+11,Rated Blitz game,Queen's Pawn Game #2,0,https://lichess.org/fS3SQvZJ,Normal,180+0,andrestoro001,1905,-11,-60,1902,3
URIAHURIAH,1698,+10,Rated Blitz game,King's Gambit Accepted,0,https://lichess.org/yOevPG3w,Normal,300+0,equs58,1675,-10,-2,1698,-23
caballomanco,1765,+4,Rated Blitz tournament https://lichess.org/tournament/XoO5rZPm,French Defense,0,https://lichess.org/akVfr4cs,Normal,300+0,juanelo333,1468,-3,23,1765,-297
djin,1976,-8,Rated Bullet game,Caro-Kann Defense,1,https://lichess.org/Xoc5Q6m9,Time forfeit,60+0,nazaki1234,2068,+8,-133,1976,92
zurka,1562,+15,Rated Bullet game,Van't Kruijs Opening,0,https://lichess.org/LHzbjq3u,Time forfeit,60+0,lezned,1700,-15,123,1562,138
laloli,1308,+16,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Pirc Defense #4,0,https://lichess.org/nfEN59tu,Time forfeit,60+0,vadimdim,1381,-16,285,1308,73
GAYGAY2,1754,-10,Rated Bullet game,King's Gambit Accepted,1,https://lichess.org/QRGOPdND,Time forfeit,60+0,faryad22,1781,+10,38,1754,27
pseudoknight,1848,+4,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Scandinavian Defense,0,https://lichess.org/b2kWrVPS,Time forfeit,60+0,helmutLipfert6,1590,-5,88,1848,-258
Murderinlaw,1728,+8,Rated Bullet game,Clemenz Opening,0,https://lichess.org/TNaI3Rd3,Normal,0+2,feinsterschnitz,1621,-8,101,1728,-107
GIL180363,1676,+11,Rated Blitz game,Queen's Gambit Refused,0,https://lichess.org/JnsfhzdI,Time forfeit,300+0,KTtris,1708,-11,28,1676,32
mirumen,1609,-13,Rated Blitz game,Italian Game,1,https://lichess.org/BEycSm4a,Normal,300+2,buka,1537,+12,375,1609,-72
Anl,1469,-1,Rated Blitz game,Queen's Pawn Game,1,https://lichess.org/1yhEaySP,Time forfeit,300+0,khardal,1920,+2,114,1469,451
skyran,1179,+65,Rated Classical game,King's Pawn Game,0,https://lichess.org/KykoIlj9,Normal,900+8,jrui,1285,-13,-3,1179,106
chessmen,1421,+9,Rated Classical game,Scandinavian Defense,0,https://lichess.org/3dOcuIAi,Normal,300+8,lSentenzal,1362,-19,609,1421,-59
soygiordano,1150,+9,Rated Blitz game,Russian Game,0,https://lichess.org/FvlVzRAN,Normal,120+3,TheY2AProblem,1118,-10,798,1150,-32
EneSalim,1612,-3,Rated Blitz game,Queen's Pawn Game,1,https://lichess.org/dRnlVxDs,Normal,300+0,knucklesthebully,1947,+5,60,1612,335
DolfjeWeerwolfje,1812,+15,Rated Bullet game,Pirc Defense #4,0,https://lichess.org/u4t2KzoJ,Normal,60+0,moribund,1868,-12,47,1812,56
cordoba,1617,+10,Rated Classical game,Sicilian Defense,0,https://lichess.org/TDQf5wlB,Normal,900+0,Humberto,1593,-10,-15,1617,-24
chessbona,1742,+6,Rated Blitz game,King's Pawn Game,0,https://lichess.org/eDqeaIZ5,Normal,180+0,PILOTVE,1593,-6,-20,1742,-149
fstvl,1897,-61,Rated Classical game,Zukertort Opening,1,https://lichess.org/05iIEeLS,Time forfeit,600+10,cahityilmaz,1683,+27,-14,1897,-214
jjlopez,1334,-7,Rated Blitz game,Queen's Pawn Game,1,https://lichess.org/fraG9aIj,Normal,180+0,lets-play,1482,+7,143,1334,148
nicolasperalta23,1688,-146,Rated Classical game,Nimzowitsch Defense,1,https://lichess.org/TitnNAF8,Normal,480+1,--o-o-o--,1525,+14,80,1688,-163
feinsterschnitz,1613,-7,Rated Bullet game,Gedult's Opening,1,https://lichess.org/KtwI4Y1E,Normal,0+2,Murderinlaw,1736,+7,-141,1613,123
nazaki1234,2076,-5,Rated Bullet game,Hungarian Opening,2,https://lichess.org/tEznFMHe,Normal,60+0,sir_utku,1915,+4,48,2076,-161
shuntandromeda1,1673,-5,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,French Defense,1,https://lichess.org/1KFkI3d1,Time forfeit,60+0,Voittamaton,1902,+5,76,1673,229
bestgame,1528,+14,Rated Classical game,St. George Defense,0,https://lichess.org/G69nJCn9,Normal,600+15,utrilla,1613,-14,79,1528,85
Rutzdolf,1957,-19,Rated Classical game,Scotch Game,1,https://lichess.org/FnwJiCwz,Normal,900+5,Koen,1726,+18,50,1957,-231
rtakeall,1209,-10,Rated Classical game,Hungarian Opening,1,https://lichess.org/acAnsLtN,Normal,660+12,rtro,1310,+9,-68,1209,101
tadeo,1524,+16,Rated Blitz game,Slav Defense,0,https://lichess.org/odLEAZrG,Normal,180+0,MFgrau,1677,-16,32,1524,153
joecollege101,1756,+15,Rated Classical game,Sicilian Defense,0,https://lichess.org/2b6wqikq,Time forfeit,420+6,lumil,1914,-16,2,1756,158
patrick03,1563,-8,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Englund Gambit,1,https://lichess.org/eyNHPXhs,Normal,60+0,knight2014,1714,+7,49,1563,151
jc04,1813,+8,Rated Bullet game,Queen's Pawn Game #2,0,https://lichess.org/SPIk7HQM,Time forfeit,60+0,bombozik,1735,-9,268,1813,-78
ru63n,1363,-9,Rated Classical game,King's Pawn Game,1,https://lichess.org/Kw1jFkbu,Normal,600+8,RANIDAEBULLFROG,1439,+9,-8,1363,76
vmferr,1698,+13,Rated Blitz game,Scotch Game,0,https://lichess.org/1qHMoHvn,Normal,360+0,kasikelatino,1768,-13,241,1698,70
R7000,1039,-5,Rated Bullet game,Sicilian Defense,1,https://lichess.org/Koj1fJZ0,Time forfeit,120+0,vika-5,1374,+3,20,1039,335
tarzan149,1750,-11,Rated Classical game,Horwitz Defense,1,https://lichess.org/6Pm0HQBW,Normal,600+10,ESI1335,1718,+12,162,1750,-32
lalenshko,1346,+5,Rated Classical game,Scandinavian Defense,0,https://lichess.org/sRatrWyd,Normal,540+0,joriskarl,1127,-9,-100,1346,-219
DemonioLaplace,1877,+8,Rated Classical game,King's Gambit Accepted,0,https://lichess.org/nJ2sd40E,Normal,300+8,acer,1766,-8,-485,1877,-111
DavidGamero,1453,+74,Rated Classical game,Queen's Gambit Refused,0,https://lichess.org/HR8g9tGI,Time forfeit,600+0,CarrieGasparow,1557,-53,23,1453,104
GunganAttack,1790,+2,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Queen's Gambit Accepted,0,https://lichess.org/rK9liKGm,Time forfeit,60+0,juliocrv,1339,-3,103,1790,-451
Zzorro,1732,+16,Rated Bullet game,Zukertort Opening,0,https://lichess.org/yEdiEOGu,Normal,60+0,Firebird82,1903,-16,-141,1732,171
mahyar-90,1978,+2,Rated Blitz game,Queen's Pawn Game,0,https://lichess.org/54yraemf,Normal,180+0,chriscool34,1626,-3,68,1978,-352
eurobenq,1560,-7,Rated Blitz game,Scotch Game,1,https://lichess.org/RQniBF4s,Normal,300+0,damjanedam15,1717,+7,90,1560,157
vkalcich,1479,+10,Rated Classical game,Sicilian Defense,0,https://lichess.org/0jQcf2oA,Time forfeit,300+5,Railbird80,1447,-11,46,1479,-32
denko,1392,+8,Rated Bullet game,Sicilian Defense #2,0,https://lichess.org/FkpdAIc3,Normal,60+1,moloko7,1317,-9,40,1392,-75
poeta33,1900,+4,Rated Classical game,Sicilian Defense,0,https://lichess.org/g0Klw6eo,Normal,600+0,jackinnet,1597,-4,15,1900,-303
Bishnu,1776,+12,Rated Blitz game,Modern Defense,0,https://lichess.org/430MpwoF,Time forfeit,300+0,rjcdagas,1829,-12,40,1776,53
lezned,1685,+8,Rated Bullet game,Nimzo-Larsen Attack,0,https://lichess.org/c0FwJpEL,Time forfeit,60+0,zurka,1577,-8,-13,1685,-108
yaavarmo,1509,-1,Rated Blitz game,Queen's Pawn Game #2,1,https://lichess.org/nkZxl1RV,Normal,300+0,knucklesthebully,1952,+2,116,1509,443
Perfectionisttt,1555,-14,Rated Blitz game,Slav Defense #2,1,https://lichess.org/FBXSWa3h,Normal,300+0,albinofrenchy,1492,+15,59,1555,-63
pseudoknight,1852,+2,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Sicilian Defense,0,https://lichess.org/f5JVbQ0V,Normal,60+0,laloli,1324,-2,-97,1852,-528
vadimdim,1365,-6,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,King's Gambit Accepted,1,https://lichess.org/2tGXeA8C,Time forfeit,60+0,helmutLipfert6,1585,+6,-115,1365,220
KB5252,1502,+6,Rated Classical game,King's Pawn Game,0,https://lichess.org/THsNuBgO,Normal,480+0,MasterBR,1304,-6,0,1502,-198
-dexter-,1307,-7,Rated Blitz game,Scandinavian Defense,1,https://lichess.org/8TgT9yrI,Time forfeit,240+0,Noell,1445,+6,117,1307,138
GAYGAY2,1744,-9,Rated Bullet game,King's Gambit,1,https://lichess.org/jQ243xge,Time forfeit,60+0,faryad22,1791,+9,107,1744,47
vishyAnand40,1520,-2,Rated Bullet game,Nimzo-Larsen Attack,1,https://lichess.org/rROY6tVX,Time forfeit,60+0,Firebird82,1887,+2,-475,1520,367
sir_utku,1919,+15,Rated Bullet game,Pirc Defense #4,0,https://lichess.org/qSMJDVuy,Time forfeit,60+0,nazaki1234,2071,-15,44,1919,152
gerpatagonia1,1682,+10,Rated Blitz game,Vienna Game,0,https://lichess.org/WUw18sKB,Normal,300+0,ArchisT,1663,-10,-82,1682,-19
g54,1623,+64,Rated Classical game,Philidor Defense #4,0,https://lichess.org/VQDC1Krc,Normal,300+5,mundistrul,1416,-5,39,1623,-207
mark28_biedermann,2171,+10,Rated Blitz game,English Opening,0,https://lichess.org/OzI0F1kV,Normal,180+0,Thecheesykid,2161,-11,-49,2171,-10
DolfjeWeerwolfje,1827,+10,Rated Bullet game,King's Indian Defense,0,https://lichess.org/AznhNaGm,Time forfeit,60+0,MarioL,1760,-8,68,1827,-67
bombozik,1726,-7,Rated Bullet game,French Defense,1,https://lichess.org/1bf3ZRgA,Time forfeit,60+0,jc04,1821,+8,-44,1726,95
not4profit,1987,+8,Rated Blitz game,French Defense,0,https://lichess.org/xrKD3lp8,Time forfeit,180+2,Kapsarov,1881,-8,73,1987,-106
pseudoknight,1854,+4,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Hungarian Opening,0,https://lichess.org/ktenTY9E,Normal,60+0,patrick03,1555,-3,-512,1854,-299
laloli,1322,-2,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Mexican Defense,1,https://lichess.org/B6NsFNSL,Normal,60+0,GunganAttack,1792,+1,42,1322,470
knight2014,1721,-13,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Caro-Kann Defense,1,https://lichess.org/DZJgGX9z,Time forfeit,60+0,shuntandromeda1,1668,+13,55,1721,-53
Velocyraptor,1815,+10,Rated Blitz game,Center Game,0,https://lichess.org/fnmVfTjd,Normal,180+0,sidacotel,1801,-10,509,1815,-14
erpu,1167,-9,Rated Classical game,French Defense,1,https://lichess.org/NQcMK718,Normal,900+10,skyran,1244,+35,179,1167,77
Taolu,2190,+4,Rated Classical game,Canard Opening,0,https://lichess.org/jtv0jaAa,Normal,600+2,DUNI,1832,-3,-10,2190,-358
billyhuf,1236,-12,Rated Classical game,Philidor Defense #3,1,https://lichess.org/6AlQPbAt,Normal,480+8,kvanvel,1212,+12,-677,1236,-24
zurka,1569,-7,Rated Bullet game,Van't Kruijs Opening,1,https://lichess.org/EtxOT5GK,Normal,60+0,lezned,1693,+7,22,1569,124
mrpleasant,1348,-12,Rated Blitz game,Pirc Defense #5,1,https://lichess.org/1ktFmzaA,Normal,360+0,jjlopez,1327,+12,211,1348,-21
yincao,1357,-7,Rated Blitz game,Pirc Defense #5,1,https://lichess.org/WKbWQInc,Normal,180+0,lets-play,1489,+8,-148,1357,132
andrestoro001,1894,-10,Rated Blitz game,Queen's Pawn Game,1,https://lichess.org/NXhfuDFc,Normal,180+0,apa13,1913,+10,61,1894,19
Murderinlaw,1743,+7,Rated Bullet game,Nimzo-Larsen Attack,0,https://lichess.org/U7Va76uh,Normal,0+2,feinsterschnitz,1606,-6,167,1743,-137
Voittamaton,1907,-24,Rated Bullet tournament https://lichess.org/tournament/xrBu8Hs5,Queen's Gambit Refused,1,https://lichess.org/ERXIVXQL,Normal,60+0,juliocrv,1336,+40,38,1907,-571
ebonyandivory,1729,+8,Rated Blitz game,Pirc Defense,0,https://lichess.org/2I9AAVA7,Normal,240+0,Oska00,1649,-9,76,1729,-80
GATOFELIX,1745,-10,Rated Classical game,Sicilian Defense,1,https://lichess.org/eBEr8pfz,Normal,300+8,Rumeye,1754,+10,326,1745,9
